dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,grade,grade_date
KORONI SOUVLAKI AND GRILL,Queens,2937,NEWTOWN AVE,11102,7184898820,Greek,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76853776,-73.92141349,401,22,6900,4007748,4005970001,QN71,A,2020-01-02T00:00:00.000
EL TAPATIO MEXICAN RESTAURANT,Manhattan,209,EAST  116 STREET,10029,2128763055,Mexican,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,35,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.79775293,-73.93955332,111,8,18800,1052569,1016660006,MN34,,
BASIL BRICK OVEN,Queens,2817,ASTORIA BLVD,11102,7182041205,Italian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,34,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.77064492,-73.92022681,401,22,6900,4017403,4008390009,QN71,,
RICURAS ECUADORIAN BAKERY,Bronx,1576,WATSON AVENUE,10472,7184508363,Spanish,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.82635163,-73.87606623,209,18,5001,2023533,2037160036,BX55,,
JEANNIE'S/HANI PACIFIC/OH MOCHI DONUTS,Manhattan,225,WEST   57 STREET,10019,2063734068,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,48,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.76606542,-73.98131799,105,4,13700,1000000,1010290014,MN17,,
NEW NO.1 CHINESE RESTAURANT,Bronx,1839,WESTCHESTER AVENUE,10472,7189182880,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.83235254,-73.86470087,209,18,7600,2099986,2038780001,BX08,,
PHO BANG RESTAURANT,Manhattan,157,MOTT STREET,10013,2129663797,Vietnamese/Cambodian/Malaysia,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,10,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.71943062,-73.99633837,102,1,4100,1006991,1004710051,MN24,A,2020-01-02T00:00:00.000
WYCKOFF RESTAURANT,Brooklyn,250,WYCKOFF AVENUE,11237,3472945531,Mexican,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.7005548,-73.91295376,304,37,44100,3076181,3033280032,BK77,B,2020-01-02T00:00:00.000
FAMOUS FAMIGLIA PIZZERIA,Manhattan,1398,MADISON AVENUE,10029,2129969797,Pizza,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,43,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.78787565,-73.9536931,111,4,16002,1051455,1016020058,MN33,Z,2020-01-02T00:00:00.000
NEW KING DRAGON RESTAURANT,Bronx,1749,RANDALL AVENUE,10473,7183288899,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.81668894,-73.86526393,209,18,2000,2021684,2035550006,BX09,A,2020-01-02T00:00:00.000
BUNNY DELI,Manhattan,1522,ST NICHOLAS AVENUE,10033,2127813303,Delicatessen,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.85252514,-73.93137014,112,10,26900,1063788,1021570067,MN35,A,2020-01-02T00:00:00.000
HURLEY'S SALOON,Manhattan,232,WEST   48 STREET,10036,2127658981,Irish,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.7604338,-73.98562239,105,3,12500,1024770,1010190054,MN17,A,2020-01-02T00:00:00.000
LAN KWAI FONG CAFE,Queens,14238,ROOSEVELT AVE,11354,7188868287,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,49,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76067279,-73.82564502,407,20,85500,4113630,4050210021,QN22,,
GO GO CURRY,Manhattan,12,JOHN STREET,10038,2124065555,Japanese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,19,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.70999655,-74.00910047,101,1,1502,1001103,1000650020,MN25,,
NEW CHOI HEE III,Queens,5907,GRAND AVE,11378,7184164035,Chinese,2020-01-02T00:00:00.000,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,2020-08-17T06:03:08.000,Pre-permit (Operational) / Reopening Inspection,40.72064248,-73.90779023,405,30,53100,4443053,4026950014,QN30,,
AYURVEDIC PLATE,Brooklyn,1616,CORTELYOU ROAD,11226,7185766335,Indian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.64170376,-73.96331124,314,40,51400,3118752,3051590001,BK42,A,2020-01-02T00:00:00.000
KENNEDY FRIED CHICKEN,Queens,111-01,ROCKAWAY BOULEVARD,11420,7188352330,Chicken,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.67747318,-73.82742084,410,28,10000,4250168,4116160034,QN55,,
BOARDWALK BAGEL,Queens,108-01,ROCKAWAY BEACH DRIVE,11694,7186343200,Bagels/Pretzels,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.58140641,-73.82980126,414,32,93800,4303828,4161790009,QN10,,
RICHI RICH PALACE,Queens,110-17,ATLANTIC AVENUE,11418,7188057100,Asian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,14,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.69193363,-73.8355365,409,28,12601,4195538,4093170021,QN54,,
"DUNKIN', BASKIN ROBBINS",Bronx,1735,JEROME AVENUE,10453,7187312200,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.84739345,-73.91257653,205,14,21700,2008365,2028610080,BX36,A,2020-01-02T00:00:00.000
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1655,PITKIN AVENUE,11212,7183427576,Caribbean,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,32,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.66947235,-73.91216178,316,41,92400,3080746,3034980064,BK81,,
FIRST CHOICE RESTAURANT,Manhattan,3893A,BROADWAY,10032,2129276898,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,21,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.83757509,-73.9423142,112,7,24500,1063363,1021370080,MN36,,
COUSINS MAINE LOBSTER,Manhattan,77,LEXINGTON AVENUE,10010,9175133582,Seafood,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,31,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74130801,-73.98341801,106,2,6800,1018118,1008810061,MN21,,
THE MANSION GRAND,Staten Island,141,MANSION AVENUE,10308,7186059200,American,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.544639,-74.14053238,503,51,15603,5066110,5052010033,SI54,A,2020-01-02T00:00:00.000
99 CENT EXPRESS PIZZA,Manhattan,301,WEST   43 STREET,10036,2123155257,Pizza,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.75808747,-73.98971981,104,3,12100,1024967,1010340029,MN15,A,2020-01-02T00:00:00.000
RAIJIN RAMEN NOODLE HOUSE,Manhattan,144,WEST   37 STREET,10018,2122798886,Japanese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,17,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.75243312,-73.98817951,105,3,10900,1015248,1008120068,MN17,,
DUNKIN',Queens,1311020,MERRICK BLVD,,7185274653,Donuts,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,0,0,,,,,4,,A,2020-01-02T00:00:00.000
ROCKY'S BAR & RESTAURANT,Manhattan,460,WEST   34 STREET,10001,2122440004,Pizza/Italian,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75432211,-73.99857789,104,3,10300,1012843,1007310001,MN13,,
JING WEI HOTPOT,Brooklyn,706,60 STREET,11220,7184928833,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.63655437,-74.0113423,307,38,11800,3403972,3057850009,BK34,,
U LIKE CHINESE RESTAURANT,Brooklyn,602,MARCY AVENUE,11206,7182439096,Chinese,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,51,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.69400823,-73.94894796,303,36,25300,3048777,3017580054,BK75,,
TEXAS CHICKEN & BURGERS,Brooklyn,1850,NOSTRAND AVENUE,11226,9172921908,Chicken,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.64058367,-73.94848815,317,45,82800,3120520,3052160013,BK95,A,2020-01-02T00:00:00.000
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1655,PITKIN AVENUE,11212,7183427576,Caribbean,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,32,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.66947235,-73.91216178,316,41,92400,3080746,3034980064,BK81,,
SUBWAY,Manhattan,3920,BROADWAY,10032,2127409180,Sandwiches/Salads/Mixed Buffet,2020-01-02T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,53,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.83852989,-73.94159418,112,7,24500,1062926,1021220069,MN36,,
LA TROPEZIENNE BAKERY,Manhattan,2131,1 AVENUE,10029,2128605324,Bakery,2020-01-02T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,2020-08-17T06:03:08.000,Pre-permit (Operational) / Second Compliance Inspection,40.79196636,-73.9383632,111,8,18000,1052841,1016810028,MN34,,
